customer_id,card_age_months,avg_monthly_transactions,avg_transaction_amount,months_since_last_transaction,transaction_trend,unique_merchant_count,international_usage,complaint_count,churned
1317,51,7.0,23.75,0,0.349,7,0,0,0
1318,25,17.0,24.93,0,-0.176,20,0,0,0
1319,58,1.2,53.18,6,0.836,18,1,0,1
1320,63,16.0,72.33,1,-0.54,1,0,0,0
1321,62,15.0,37.43,0,0.93,18,0,0,0
1322,22,13.0,180.93,0,-0.913,2,0,0,0
1323,58,12.0,123.45,0,0.282,19,0,0,0
1324,58,13.0,120.69,1,-0.964,10,0,1,0
1325,49,13.0,25.69,0,-0.592,21,0,0,0
1326,52,16.0,33.83,0,-0.072,1,1,0,0
1327,42,12.0,32.58,0,-0.683,21,1,1,0
1328,70,2.6,20.97,5,0.978,7,0,1,1
1329,15,18.0,132.01,1,0.546,14,1,0,0
1330,54,15.0,17.19,0,0.702,1,0,0,0
1331,60,17.0,97.23,0,0.958,4,0,1,0
1332,8,20.0,43.3,2,0.35,11,0,0,0
1333,53,20.0,17.19,0,-0.467,2,0,0,0
1334,60,14.0,44.96,0,0.514,8,0,0,0
1335,5,18.0,13.05,1,0.169,18,0,0,0
1336,68,21.0,6.87,0,-0.465,17,1,0,0
1337,6,13.0,109.28,0,-0.265,14,1,1,0
1338,47,14.0,72.1,3,0.216,18,1,0,0
1339,55,17.0,13.76,0,-0.209,10,0,0,0
1340,40,19.0,171.14,0,-0.53,20,0,0,0
1341,52,16.0,1.48,0,-0.14,21,0,0,0
1342,16,15.0,24.32,0,-0.533,18,1,0,0
1343,13,8.0,0.99,3,0.75,20,0,1,1
1344,30,9.0,4.74,3,0.388,23,0,0,1
1345,19,14.0,11.91,1,-0.247,5,0,0,0
1346,17,16.0,99.75,4,0.891,8,1,0,0
1347,63,17.0,298.05,0,-0.222,10,0,1,0
1348,19,18.0,121.19,0,0.149,1,0,1,0
1349,58,18.0,60.49,0,0.024,17,1,0,0
1350,55,11.0,77.01,1,-0.756,19,0,0,0
1351,62,15.0,44.39,0,-0.152,24,0,0,0
1352,23,12.6,24.51,3,-0.845,17,0,0,1
1353,9,16.0,70.69,0,-0.659,10,0,1,0
1354,12,11.0,216.97,0,0.575,18,0,1,0
1355,1,5.1,1.17,3,-0.395,1,0,1,1
1356,58,11.0,22.62,0,-0.822,17,0,1,0
1357,1,4.4,12.42,5,0.438,13,0,0,1
1358,34,18.0,32.09,1,0.605,10,0,0,0
1359,48,15.0,59.15,0,0.156,1,0,0,0
1360,1,22.0,43.26,3,0.831,20,0,0,0
1361,16,16.0,1.13,4,0.699,7,0,0,0
1362,61,13.0,31.82,0,0.105,21,0,0,0
1363,64,10.0,57.97,0,0.474,13,0,0,0
1364,63,15.0,42.17,0,-0.342,21,0,0,0
1365,69,13.0,123.37,0,0.273,7,0,0,0
1366,22,13.0,30.51,2,0.954,6,0,2,0
1367,67,17.0,0.76,0,0.6,22,1,0,0
1368,26,16.0,20.12,0,-0.251,13,0,0,0
1369,16,17.0,8.75,3,0.865,8,0,0,0
1370,51,8.3,9.78,5,0.65,16,0,0,1
1371,57,24.0,26.97,0,-0.926,9,0,0,0
1372,29,19.0,67.74,0,0.492,13,0,0,0
1373,69,17.0,23.51,0,0.953,2,0,0,0
1374,47,8.0,129.31,2,-0.365,12,0,1,0
1375,62,14.0,21.36,1,-0.449,12,0,1,0
1376,69,21.0,8.84,0,0.28,15,0,0,0
1377,16,15.0,11.1,0,-0.78,20,0,0,0
1378,48,19.0,163.62,0,0.35,10,0,1,0
1379,39,13.0,36.4,0,-0.547,14,0,1,0
1380,33,18.0,30.96,0,-0.097,17,0,0,0
1381,23,11.0,4.28,1,0.784,10,1,0,0
1382,10,13.0,79.3,0,0.594,24,0,0,0
1383,69,5.3,29.56,4,-0.784,11,0,0,1
1384,34,14.0,28.27,0,0.523,17,0,0,0
1385,52,10.0,70.61,0,-0.177,11,0,0,0
1386,10,17.0,27.48,1,0.989,15,0,0,0
1387,19,24.0,4.56,0,-0.401,4,0,0,0
1388,58,11.0,80.39,0,-0.059,4,0,0,0
1389,1,17.0,201.49,0,-0.318,21,0,1,0
1390,69,8.0,62.7,0,0.172,15,0,0,0
1391,4,23.0,19.42,0,-0.468,14,0,0,0
1392,16,10.0,18.88,1,0.825,9,0,0,0
1393,24,14.0,158.69,3,0.234,16,1,0,0
1394,2,17.0,21.68,1,0.885,24,0,0,0
1395,32,13.0,87.71,1,0.361,1,0,0,0
1396,24,3.9,47.33,3,-0.628,3,0,1,1
1397,12,18.0,53.88,2,-0.969,4,0,0,0
1398,50,16.0,11.99,0,-0.185,19,0,1,0
1399,35,14.0,2.1,1,0.987,9,0,0,0
1400,33,16.0,40.25,0,0.754,22,1,0,0
1401,33,22.0,266.17,1,0.694,19,0,1,0
1402,61,17.0,13.07,0,0.137,8,0,0,0
1403,51,16.0,46.19,0,-0.81,4,0,0,0
1404,43,12.0,66.7,0,-0.97,13,1,0,0
1405,12,22.0,39.66,1,0.677,21,0,1,0
1406,67,11.0,42.43,2,-0.645,19,0,0,0
1407,65,16.0,64.95,1,-0.847,14,0,0,0
1408,33,9.0,101.21,0,0.42,5,0,1,0
1409,40,9.4,17.21,4,-0.998,18,0,0,1
1410,43,15.0,137.72,0,0.482,18,0,0,0
1411,44,5.3,25.63,4,-0.615,21,0,0,1
1412,29,15.0,65.06,2,-0.357,15,0,1,0
1413,13,10.0,6.76,0,-0.657,23,0,0,0
1414,12,17.0,40.69,0,0.554,17,0,0,0
1415,46,12.0,0.97,0,-0.03,3,0,0,0
1416,2,4.9,23.46,4,-0.668,1,1,0,1
1417,35,6.2,2.58,6,-0.923,24,0,1,1
1418,8,15.0,136.37,0,0.973,18,0,0,0
1419,26,16.0,67.03,0,0.429,22,0,0,0
1420,34,21.0,94.18,0,0.36,16,0,0,0
1421,7,13.0,37.83,0,0.006,6,0,0,0
1422,68,18.0,114.59,6,-0.13,9,0,0,0
1423,58,7.0,123.83,6,0.592,22,0,0,0
1424,29,17.0,26.48,0,0.653,10,0,1,0
1425,36,13.0,28.38,0,-0.878,22,1,0,0
1426,21,14.0,42.59,1,0.719,17,1,0,0
1427,36,13.0,2.59,0,0.523,7,0,0,0
1428,10,15.0,327.91,4,-0.028,14,0,0,0
1429,24,6.1,20.47,3,-0.047,14,1,0,1
1430,64,11.0,38.19,0,0.67,12,0,1,0
1431,49,13.0,84.33,0,0.587,6,0,0,0
1432,36,5.9,11.05,6,-0.722,14,0,0,1
1433,24,14.0,13.51,1,0.098,8,0,0,0
1434,23,12.0,8.18,0,0.939,17,0,0,0
1435,62,16.0,45.05,0,0.471,8,0,0,0
1436,37,17.0,0.33,0,0.946,8,1,0,0
1437,12,17.0,74.17,0,0.552,17,0,0,0
1438,55,14.0,37.13,0,0.049,11,1,0,0
1439,13,9.0,45.53,1,0.21,7,1,0,0
1440,23,10.0,18.33,1,0.419,23,1,1,0
1441,30,16.0,11.78,2,0.458,7,0,1,0
1442,17,17.0,72.24,0,0.495,12,0,0,0
1443,62,13.0,14.16,0,0.861,16,0,1,0
1444,13,21.0,90.87,1,-0.382,13,0,1,0
1445,59,13.0,13.66,0,0.659,15,0,0,0
1446,19,8.7,27.93,4,0.139,19,1,0,1
1447,49,15.0,61.95,1,0.771,3,1,1,0
1448,12,15.0,42.27,0,0.262,11,0,2,0
1449,61,12.0,344.5,0,0.87,24,0,0,0
1450,19,14.0,28.28,2,-0.152,8,1,0,0
1451,9,14.0,128.9,0,-0.801,8,0,0,0
1452,71,19.0,11.12,4,0.29,12,1,0,0
1453,28,15.0,24.68,2,0.549,3,0,0,0
1454,52,17.0,9.42,4,0.383,20,1,0,0
1455,16,7.0,38.73,5,0.45,2,1,2,1
1456,69,14.0,61.01,0,-0.942,3,0,1,0
1457,12,12.0,36.25,1,0.93,16,0,0,0
1458,25,14.0,76.41,0,-0.472,21,0,0,0
1459,52,15.0,121.34,1,-0.172,19,0,0,0
1460,53,15.0,89.92,0,-0.163,20,0,0,0
1461,23,14.0,16.6,4,0.814,7,1,0,0
1462,16,15.0,23.17,5,0.488,19,0,1,0
1463,57,21.0,28.71,1,0.24,1,0,0,0
1464,39,10.0,13.67,0,-0.76,13,0,0,0
1465,53,11.0,26.89,2,-0.353,14,1,2,0
1466,42,15.0,16.31,2,-0.016,1,1,0,0
1467,58,8.0,327.34,1,-0.77,4,0,0,0
1468,39,17.0,91.74,0,0.143,17,0,1,0
1469,14,18.0,117.97,0,-0.571,6,0,0,0
1470,5,18.0,153.18,1,0.649,20,0,0,0
1471,35,18.0,65.62,0,0.658,21,1,1,0
1472,18,15.0,11.61,2,0.198,6,0,0,0
1473,9,17.0,85.26,0,-0.281,2,1,0,0
1474,58,6.7,0.5,4,-0.911,17,0,0,1
1475,17,12.0,7.21,4,0.258,16,1,0,0
1476,7,12.0,1.8,0,0.569,12,0,0,0
1477,46,20.0,8.73,0,0.581,12,1,1,0
1478,13,15.0,83.66,1,-0.031,18,0,0,0
1479,40,16.0,130.02,0,-0.719,16,0,0,0
1480,42,14.0,19.61,0,-0.87,6,1,1,0
1481,9,16.0,7.61,1,-0.889,13,0,0,0
1482,50,5.3,9.73,6,-0.501,16,1,0,1
1483,27,14.0,62.5,0,-0.717,24,0,1,0
1484,66,13.0,25.87,0,-0.662,10,1,0,0
1485,5,15.0,194.88,1,0.398,11,0,0,0
1486,29,18.0,8.42,2,-0.641,1,0,0,0
1487,37,10.0,278.4,0,0.385,21,0,0,0
1488,38,22.0,0.75,2,-0.297,7,0,0,0
1489,8,22.0,36.06,0,0.55,24,0,0,0
1490,65,4.7,8.72,3,-0.682,23,0,0,1
1491,17,11.0,50.12,1,-0.953,17,0,0,0
1492,71,12.0,6.09,0,-0.822,12,0,0,0
1493,45,9.9,53.53,3,0.932,20,1,2,1
1494,4,22.0,8.81,2,0.076,20,0,0,0
1495,36,7.0,53.12,2,0.214,15,0,0,0
1496,70,19.0,2.03,0,0.934,9,0,0,0
1497,31,18.0,22.35,1,0.552,22,0,0,0
1498,19,15.0,9.73,0,-0.775,6,0,0,0
1499,61,16.0,228.59,3,-0.156,5,1,0,0
1500,54,16.0,0.73,1,0.643,5,0,2,0
1501,39,14.0,26.07,3,0.33,9,0,1,0
1502,19,18.0,21.64,0,-0.569,2,0,0,0
1503,39,24.0,64.27,0,0.611,10,0,0,0
1504,67,20.0,3.48,1,0.118,5,1,1,0
